15	11	E	-2.1677537426956388E8	200
probinit	1	0.0013333344055505086
probinit	2	0.001333336097975679
probinit	3	0.0013333360440295897
probinit	4	0.9813332803131519
probinit	5	0.0013333342966838095
probinit	6	0.0013333397884790937
probinit	7	0.0013333390192534187
probinit	8	0.0013333364725761627
probinit	9	0.0013333353466141824
probinit	10	0.0013333411676238593
probinit	11	0.0013333385307159665
probinit	12	0.001333335133379083
probinit	13	0.0013333408494789036
probinit	14	0.0013333362016139793
probinit	15	0.001333336332873881
emissionprobs	12	7	starr-gm-wang	0	0.9942895665294811
emissionprobs	12	7	starr-gm-wang	1	0.005710433470518925
emissionprobs	12	8	starr-helaS3-muerdter	0	0.9844860953827476
emissionprobs	12	8	starr-helaS3-muerdter	1	0.015513904617252513
emissionprobs	12	9	starr-hepg2-white	0	0.462972821042911
emissionprobs	12	9	starr-hepg2-white	1	0.537027178957089
emissionprobs	12	10	starr-k562-white	0	0.4216504045767868
emissionprobs	12	10	starr-k562-white	1	0.5783495954232132
emissionprobs	13	0	crispr-k562-fulco	0	0.024754707711435852
emissionprobs	13	0	crispr-k562-fulco	1	0.9752452922885642
emissionprobs	13	1	crispr-k562-gasperini_pval	0	0.8072054005919348
emissionprobs	13	1	crispr-k562-gasperini_pval	1	0.19279459940806515
emissionprobs	13	2	mpra-hepg2-ernst	0	0.8120642501936614
emissionprobs	13	2	mpra-hepg2-ernst	1	0.18793574980633868
emissionprobs	13	3	mpra-hepg2-kheradpour_pval	0	0.8833535163742822
emissionprobs	13	3	mpra-hepg2-kheradpour_pval	1	0.11664648362571782
emissionprobs	13	4	mpra-k562-ernst	0	0.7409965706853594
emissionprobs	13	4	mpra-k562-ernst	1	0.25900342931464065
emissionprobs	13	5	mpra-k562-kheradpour_pval	0	0.9669175112701089
emissionprobs	13	5	mpra-k562-kheradpour_pval	1	0.03308248872989109
emissionprobs	13	6	starr-a549-white	0	0.4541353957325039
emissionprobs	13	6	starr-a549-white	1	0.5458646042674962
emissionprobs	13	7	starr-gm-wang	0	0.8700835933119898
emissionprobs	13	7	starr-gm-wang	1	0.1299164066880101
emissionprobs	13	8	starr-helaS3-muerdter	0	0.15323801519854827
emissionprobs	13	8	starr-helaS3-muerdter	1	0.8467619848014518
emissionprobs	13	9	starr-hepg2-white	0	0.3111370955473367
emissionprobs	13	9	starr-hepg2-white	1	0.6888629044526633
emissionprobs	13	10	starr-k562-white	0	0.1987815270170753
emissionprobs	13	10	starr-k562-white	1	0.8012184729829247
emissionprobs	14	0	crispr-k562-fulco	0	0.9878504114258647
emissionprobs	14	0	crispr-k562-fulco	1	0.012149588574135325
emissionprobs	14	1	crispr-k562-gasperini_pval	0	0.9481637333660821
emissionprobs	14	1	crispr-k562-gasperini_pval	1	0.051836266633917875
emissionprobs	14	2	mpra-hepg2-ernst	0	0.9763487440613091
emissionprobs	14	2	mpra-hepg2-ernst	1	0.023651255938690892
emissionprobs	14	3	mpra-hepg2-kheradpour_pval	0	0.9768704498240789
emissionprobs	14	3	mpra-hepg2-kheradpour_pval	1	0.023129550175921106
emissionprobs	14	4	mpra-k562-ernst	0	0.9813162305467001
emissionprobs	14	4	mpra-k562-ernst	1	0.01868376945329992
emissionprobs	14	5	mpra-k562-kheradpour_pval	0	0.9823312917475391
emissionprobs	14	5	mpra-k562-kheradpour_pval	1	0.01766870825246089
emissionprobs	14	6	starr-a549-white	0	0.8006250419652596
emissionprobs	14	6	starr-a549-white	1	0.1993749580347404
emissionprobs	14	7	starr-gm-wang	0	0.9454202970199073
emissionprobs	14	7	starr-gm-wang	1	0.054579702980092695
emissionprobs	14	8	starr-helaS3-muerdter	0	0.0627046208925416
emissionprobs	14	8	starr-helaS3-muerdter	1	0.9372953791074583
emissionprobs	14	9	starr-hepg2-white	0	0.8074070094695814
emissionprobs	14	9	starr-hepg2-white	1	0.19259299053041856
emissionprobs	14	10	starr-k562-white	0	0.8889601867675812
emissionprobs	14	10	starr-k562-white	1	0.11103981323241895
emissionprobs	15	0	crispr-k562-fulco	0	0.9537223489804739
emissionprobs	15	0	crispr-k562-fulco	1	0.046277651019525995
emissionprobs	15	1	crispr-k562-gasperini_pval	0	0.8550574052937958
emissionprobs	15	1	crispr-k562-gasperini_pval	1	0.14494259470620408
emissionprobs	15	2	mpra-hepg2-ernst	0	0.6278501022188192
emissionprobs	15	2	mpra-hepg2-ernst	1	0.37214989778118074
emissionprobs	15	3	mpra-hepg2-kheradpour_pval	0	0.8899860361896851
emissionprobs	15	3	mpra-hepg2-kheradpour_pval	1	0.11001396381031496
emissionprobs	15	4	mpra-k562-ernst	0	0.019549322932560065
emissionprobs	15	4	mpra-k562-ernst	1	0.9804506770674399
emissionprobs	15	5	mpra-k562-kheradpour_pval	0	0.9948321448934934
emissionprobs	15	5	mpra-k562-kheradpour_pval	1	0.005167855106506629
emissionprobs	15	6	starr-a549-white	0	0.9263376887520639
emissionprobs	15	6	starr-a549-white	1	0.07366231124793607
emissionprobs	15	7	starr-gm-wang	0	0.9988778562201512
emissionprobs	15	7	starr-gm-wang	1	0.0011221437798487194
emissionprobs	15	8	starr-helaS3-muerdter	0	0.8511521204440556
emissionprobs	15	8	starr-helaS3-muerdter	1	0.14884787955594436
emissionprobs	15	9	starr-hepg2-white	0	0.9849846079832929
emissionprobs	15	9	starr-hepg2-white	1	0.015015392016707103
emissionprobs	15	10	starr-k562-white	0	0.9542098772837655
emissionprobs	15	10	starr-k562-white	1	0.04579012271623447
